track_id,images,human_prompt,question,answer,age_reasoning,gender_reasoning,attention_reasoning,judgment_reasoning,position_reasoning,appearance_reasoning,physical_reasoning,spatial_reasoning,temporal_reasoning,mathematical_reasoning,conclusion
SYN_0051,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0051.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,Yes,The pedestrian is identified as an adult.,The pedestrian is identified as male.,"The pedestrian appears attentive, which suggests awareness of surrounding traffic.","The pedestrian used a hand signal, suggesting an active intention to cross.",The pedestrian is near the crossing area but not on the sidewalk.,The pedestrian has an extravagant appearance and is dressed in an eye-catching manner.,"The pedestrian has a heavier build, which may slightly reduce movement speed.","The pedestrian moved toward the road, advancing approximately 47 pixels horizontally.",The pedestrian maintained a consistent pace of approximately 5.98 pixels per frame toward the road.,"The total displacement was 106.6 pixels toward the road, with an average velocity of 8.25 pixels per frame.",The pedestrian crossed the road.
SYN_0052,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0052.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is categorized as an adult based on the metadata.,The pedestrian is identified as female.,"The pedestrian is not distracted, as indicated by the metadata.","The pedestrian made no hand signal, indicating no explicit communication of intent.",The pedestrian is far from the road and off the sidewalk.,The pedestrian has a minimalist fashion personality and is dressed casually.,"The pedestrian is of heavier build, suggesting potentially slower crossing speed.","The pedestrian's movement was primarily parallel to the road, covering ~52 pixels without crossing.","The observation window is from frame 865 to 886, totaling 22 frames.","The total displacement was 123.2 pixels, with an average velocity of 5.65 pixels per frame, slowing down in the second half.",The pedestrian did not cross the street but waited instead.
SYN_0053,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0053.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is identified as an adult.,"The pedestrian is female, but gender does not directly influence crossing behavior in this context.",The pedestrian is noted to be distracted.,"A hand signal was observed, implying the pedestrian is communicating their crossing intent.","The pedestrian is in the middle of the road, actively in the crossing zone.",The pedestrian has an extravagant fashion personality and is dressed in a distinctive style.,The pedestrian's heavier build may affect their agility in traffic situations.,The pedestrian moved roughly 62 pixels laterally with no significant approach toward the road.,"The observation window is from frame 100 to 116, totaling 17 frames.","The crossing probability is estimated at 42%, supported by limited directional movement toward the road.",The pedestrian did not cross the street but waited instead.
SYN_0054,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0054.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,"The pedestrian is an adult, indicating standard mobility and traffic awareness.",The pedestrian is identified as female according to the metadata.,The pedestrian is distracted according to the metadata.,"The pedestrian made no hand signal, indicating no explicit communication of intent.",The pedestrian stands near the crossing area on the sidewalk.,The pedestrian has a minimalist fashion personality and is dressed modestly.,"The pedestrian is of heavier build, suggesting potentially slower crossing speed.",The pedestrian moved 36 pixels to the side and slightly away from the camera.,The pedestrian maintained a roughly steady pace with a slight decrease in velocity from 4.33 to 1.29 pixels per frame.,"The total displacement was 127.7 pixels, with an average velocity of 3.72 pixels per frame, slowing down in the second half.",The pedestrian did not cross the street but waited instead.
SYN_0055,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0055.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,"The pedestrian is an adult, indicating standard mobility and traffic awareness.",The pedestrian is identified as female according to the metadata.,The pedestrian is not distracted according to the metadata.,"The pedestrian used a hand signal, suggesting an active intention to cross.",The pedestrian is near the road but not on the sidewalk.,The pedestrian has an extravagant fashion personality and is dressed prominently.,"The pedestrian has a heavier build, which may slightly reduce movement speed.",The pedestrian moved roughly 68 pixels laterally with no significant approach toward the road.,"The observation window is from frame 865 to 879, totaling 15 frames.","The crossing probability is estimated at 42%, supported by limited directional movement toward the road.",The pedestrian did not cross the road.
SYN_0056,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0056.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is identified as an adult.,The pedestrian is identified as male according to the metadata.,The pedestrian is not distracted according to the metadata.,"The pedestrian made no hand signal, indicating no explicit communication of intent.",The pedestrian is far from the road and off the sidewalk.,The pedestrian has a minimalist fashion personality and is dressed formally.,"The pedestrian has a heavier build and uses crutches, indicating significantly reduced mobility.",The pedestrian moved roughly 26 pixels laterally with no significant approach toward the road.,"The observation window is from frame 200 to 214, totaling 15 frames.","The total displacement was 25.2 pixels, with an average velocity of 2.99 pixels per frame, slowing down in the second half.",The pedestrian did not cross the street but waited instead.
SYN_0057,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0057.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is identified as an adult.,"The pedestrian is male, but gender does not directly influence crossing behavior in this context.",The pedestrian is noted to be distracted.,"The pedestrian used a hand signal, suggesting an active intention to cross.","The pedestrian is in the middle of the road, actively in the crossing zone.",The pedestrian has an extravagant appearance and is dressed in an eye-catching manner.,The pedestrian's heavier build combined with crutch use suggests limited mobility.,The pedestrian moved 33 pixels to the side and slightly away from the camera.,The pedestrian's movement was largely stationary with a deceleration trend.,"The total displacement was 17.3 pixels, with an average velocity of 8.23 pixels per frame, slowing down in the second half.",The pedestrian did not cross the street.
SYN_0058,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0058.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is categorized as an adult based on the metadata.,"The pedestrian is male, but gender does not directly influence crossing behavior in this context.",The pedestrian is noted to be distracted.,There is no hand signal used by the pedestrian.,The pedestrian stands near the crossing area on the sidewalk.,The pedestrian has a minimalist fashion personality and is dressed formally.,"The pedestrian has a heavier build and uses crutches, indicating significantly reduced mobility.",The pedestrian moved roughly 20 pixels laterally with no significant approach toward the road.,The pedestrian's movement was largely stationary with a deceleration trend.,"The crossing probability is estimated at 24%, supported by limited directional movement toward the road.",The pedestrian did not cross the street but waited instead.
SYN_0059,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0059.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is categorized as an adult based on the metadata.,The pedestrian is identified as male.,"The pedestrian appears attentive, which suggests awareness of surrounding traffic.","The pedestrian made a hand signal, indicating some level of communication or intention.",The pedestrian is near the crossing area but not on the sidewalk.,The pedestrian has an extravagant fashion personality and is dressed in a standout style.,"The pedestrian is heavier and uses crutches, which may considerably slow their crossing.","The pedestrian's movement was primarily parallel to the road, covering ~19 pixels without crossing.",The pedestrian maintained a roughly steady pace with a slight decrease in velocity from 4.74 to 1.86 pixels per frame.,"The total displacement was 92.4 pixels, with an average velocity of 8.15 pixels per frame, slowing down in the second half.",The pedestrian did not cross the road.
SYN_0060,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0060.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is identified as an adult.,The pedestrian is identified as female.,The pedestrian is not distracted according to the metadata.,There is no hand signal used by the pedestrian.,The pedestrian is far from the road and off the sidewalk.,The pedestrian has a minimalist fashion personality and is dressed casually.,"The pedestrian has a heavier build and uses crutches, indicating significantly reduced mobility.",The pedestrian moved 42 pixels to the side and slightly away from the camera.,The pedestrian's movement was largely stationary with a deceleration trend.,"The total displacement was 16.2 pixels, with an average velocity of 7.87 pixels per frame, slowing down in the second half.",The pedestrian did not cross the street but waited instead.
SYN_0061,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0061.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is categorized as an adult based on the metadata.,The pedestrian is identified as female according to the metadata.,The pedestrian is noted to be distracted.,"A hand signal was observed, implying the pedestrian is communicating their crossing intent.","The pedestrian is mid-road, indicating they are in the process of crossing or have crossed.",The pedestrian has an extravagant fashion personality and is dressed prominently.,"The pedestrian has a heavier build and uses crutches, indicating significantly reduced mobility.",The pedestrian moved roughly 94 pixels laterally with no significant approach toward the road.,"The observation window is from frame 500 to 516, totaling 17 frames.","The crossing probability is estimated at 19%, supported by limited directional movement toward the road.",The pedestrian did not cross the street but waited instead.
SYN_0062,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0062.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,"The pedestrian is an adult, indicating standard mobility and traffic awareness.","The pedestrian is female, but gender does not directly influence crossing behavior in this context.",The pedestrian is noted to be distracted.,"The pedestrian made no hand signal, indicating no explicit communication of intent.",The pedestrian stands near the crossing area on the sidewalk.,The pedestrian has a minimalist fashion personality and is dressed casually.,"The pedestrian has a heavier build and uses crutches, indicating significantly reduced mobility.","The pedestrian's movement was primarily parallel to the road, covering ~22 pixels without crossing.",The pedestrian's movement was largely stationary with a deceleration trend.,"The pedestrian's bounding box area decreased from 6944.1 to 3417.5 pixels squared, indicating movement away from the camera.",The pedestrian did not cross the street but waited instead.
SYN_0063,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0063.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,"The pedestrian is an adult, indicating standard mobility and traffic awareness.",The pedestrian is identified as female.,"The pedestrian is not distracted, as indicated by the metadata.","The pedestrian used a hand signal, suggesting an active intention to cross.",The pedestrian is near the road but not on the sidewalk.,The pedestrian has an extravagant fashion personality and is dressed in a distinctive style.,"The pedestrian has a heavier build and uses crutches, indicating significantly reduced mobility.",The pedestrian moved 25 pixels to the side and slightly away from the camera.,The pedestrian's movement was largely stationary with a deceleration trend.,"The crossing probability is estimated at 19%, supported by limited directional movement toward the road.",The pedestrian did not cross the street.
SYN_0064,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0064.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is identified as a senior.,The pedestrian is identified as male according to the metadata.,The pedestrian is not distracted according to the metadata.,"The pedestrian made no hand signal, indicating no explicit communication of intent.",The pedestrian is far from the road and off the sidewalk.,The pedestrian has a minimalist fashion personality and is dressed formally.,"The pedestrian is of normal weight, as stated in the metadata.",The pedestrian moved 48 pixels to the side and slightly away from the camera.,"The observation window is from frame 865 to 886, totaling 22 frames.","The pedestrian's bounding box area decreased from 6595.9 to 5371.6 pixels squared, indicating movement away from the camera.",The pedestrian did not cross the road.
SYN_0065,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0065.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is identified as a senior.,The pedestrian is identified as male according to the metadata.,"The pedestrian appears distracted, which may affect their road-crossing decision.","The pedestrian made a hand signal, indicating some level of communication or intention.",The pedestrian is positioned in the middle of the road.,The pedestrian has an extravagant appearance and is dressed in an eye-catching manner.,"The pedestrian is of normal weight, which suggests average mobility.","The pedestrian's movement was primarily parallel to the road, covering ~16 pixels without crossing.",The pedestrian maintained a roughly steady pace with a slight decrease in velocity from 8.5 to 5.5 pixels per frame.,"The pedestrian's bounding box area decreased from 8170.6 to 3432.5 pixels squared, indicating movement away from the camera.",The pedestrian did not cross the street.
SYN_0066,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0066.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is categorized as a senior based on the metadata.,The pedestrian is identified as male according to the metadata.,The pedestrian is distracted according to the metadata.,There is no hand signal used by the pedestrian.,The pedestrian stands near the crossing area on the sidewalk.,The pedestrian has a minimalist fashion personality and is dressed formally.,"The pedestrian is of normal weight, as stated in the metadata.","The pedestrian's movement was primarily parallel to the road, covering ~30 pixels without crossing.","The observation window is from frame 300 to 321, totaling 22 frames.","The pedestrian's bounding box area decreased from 5620.3 to 3635.2 pixels squared, indicating movement away from the camera.",The pedestrian did not cross the street.
SYN_0067,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0067.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is identified as a senior.,"The pedestrian is male, but gender does not directly influence crossing behavior in this context.","The pedestrian is not distracted, as indicated by the metadata.","The pedestrian made a hand signal, indicating some level of communication or intention.",The pedestrian is near the road but not on the sidewalk.,The pedestrian has an extravagant fashion personality and is dressed in a standout style.,The pedestrian is of normal weight.,The pedestrian moved 12 pixels to the side and slightly away from the camera.,The pedestrian's movement was largely stationary with a deceleration trend.,"The total displacement was 22.3 pixels, with an average velocity of 2.11 pixels per frame, slowing down in the second half.",The pedestrian did not cross the road.
SYN_0068,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0068.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is categorized as a senior.,"The pedestrian is female, but gender does not directly influence crossing behavior in this context.",The pedestrian is not distracted according to the metadata.,"The pedestrian made no hand signal, indicating no explicit communication of intent.",The pedestrian is far from the road and off the sidewalk.,The pedestrian has a minimalist fashion personality and is dressed modestly.,"The pedestrian is of normal weight, which suggests average mobility.",The pedestrian moved 41 pixels to the side and slightly away from the camera.,"The observation window is from frame 700 to 716, totaling 17 frames.","The crossing probability is estimated at 15%, supported by limited directional movement toward the road.",The pedestrian did not cross the road.
SYN_0069,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0069.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is identified as a senior.,"The pedestrian is female, but gender does not directly influence crossing behavior in this context.",The pedestrian is noted to be distracted.,"The pedestrian used a hand signal, suggesting an active intention to cross.","The pedestrian is in the middle of the road, actively in the crossing zone.",The pedestrian has an extravagant fashion personality and is dressed in a distinctive style.,The pedestrian is of normal weight.,The pedestrian moved roughly 17 pixels laterally with no significant approach toward the road.,The pedestrian's movement was largely stationary with a deceleration trend.,"The total displacement was 88.2 pixels, with an average velocity of 7.07 pixels per frame, slowing down in the second half.",The pedestrian did not cross the street but waited instead.
SYN_0070,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0070.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is identified as a senior.,"The pedestrian is female, but gender does not directly influence crossing behavior in this context.",The pedestrian is noted to be distracted.,The pedestrian did not make any hand signals.,"The pedestrian is near the road, positioned on the sidewalk.",The pedestrian has a minimalist fashion personality and is dressed modestly.,"The pedestrian is of normal weight, as stated in the metadata.",The pedestrian moved 37 pixels to the side and slightly away from the camera.,The pedestrian maintained a roughly steady pace with a slight decrease in velocity from 4.94 to 3.23 pixels per frame.,"The total displacement was 120.2 pixels, with an average velocity of 3.73 pixels per frame, slowing down in the second half.",The pedestrian did not cross the street.
SYN_0071,/content/drive/MyDrive/EgyptPedestriansDataset/gpt_augmented/images/SYN_0071.png,"<image>
Will the pedestrian in the red box cross the road? Justify using age, gender, attention, judgment, position, appearance, physical, spatial, temporal, and mathematical reasoning, then give a concise conclusion.",Did the pedestrian cross the road?,No,The pedestrian is identified as a senior.,"The pedestrian is female, but gender does not directly influence crossing behavior in this context.","The pedestrian appears attentive, which suggests awareness of surrounding traffic.","The pedestrian made a hand signal, indicating some level of communication or intention.",The pedestrian is near the crossing area but not on the sidewalk.,The pedestrian has an extravagant fashion personality and is dressed in a distinctive style.,The pedestrian is of normal weight.,The pedestrian moved 40 pixels to the side and slightly away from the camera.,The pedestrian's movement was largely stationary with a deceleration trend.,"The total displacement was 27.0 pixels, with an average velocity of 5.37 pixels per frame, slowing down in the second half.",The pedestrian did not cross the street.
